Device Name,Machine Name,Domain/Workgroup,Last Seen,Last Logged User,Last Reboot Time,IP Address,Customer Name,OS Type,OS Edition,OS Version,OS Build,Office,AntiVirus,Vendor,Motherboard,Model,Serial Number,Processor,Memory,Display,Sound,Harddrive,CDRom,Network Adapter,System Drive,MAC Addresses,Port 21,Port 25,Port 80,Port 443,Port 3389,Critical Patch,Security Patch,Service Pack Patch,Upgrade Patch,Optional Patches
PARMER152,PARMER152,pmc.local,"August 3, 2020 1:20:06 PM","PMC\monicav (Since: Jul 15, 2020 8:18:47 AM),PMC\DrJ (Since: Jul 20, 2020 11:08:11 AM),PMC\jeffp (Since: Aug 1, 2020 9:11:08 AM)","July 15, 2020 1:48:29 AM",96.46.115.50/10.141.63.33;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,N/A,Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1F:03:E7 (Primary)40:74:E0:1F:03:EB A0:1E:0B:0F:02:4F ,0,0,0,0,1,0,0,3,0,0
PARMER153,PARMER153,pmc.local,"August 3, 2020 12:01:19 PM","PMC\paige (Since: Aug 3, 2020 8:16:33 AM)","July 27, 2020 8:20:06 AM",96.46.115.50/10.141.63.130;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,"Microsoft Office 365 Business, Build  16.0.13001.20384",Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,5C:87:9C:E0:B0:6E (Primary)5C:87:9C:E0:B0:72 A0:1E:0B:0E:FD:F0 ,0,0,0,0,1,0,0,3,0,0
PARMER154,PARMER154,pmc.local,"August 3, 2020 12:01:21 PM","PMC\alex (Since: Jul 17, 2020 10:54:35 AM)","July 17, 2020 10:53:59 AM",96.46.115.50/10.141.63.85;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,"Microsoft Office 365 Business, Build  16.0.13001.20266",Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,5C:87:9C:31:24:64 (Primary)5C:87:9C:31:24:68 A0:1E:0B:0F:02:37 ,0,0,0,0,1,0,0,2,0,0
PARMER156,PARMER156,pmc.local,"August 3, 2020 12:01:20 PM","PMC\vickie (Since: Jul 27, 2020 8:09:59 AM)","July 27, 2020 8:07:30 AM",96.46.115.50/10.141.63.39;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,"Microsoft Office 365 Business, Build  16.0.13001.20384",Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1E:F9:F6 (Primary)40:74:E0:1E:F9:FA A0:1E:0B:0F:03:EB ,0,0,0,0,1,0,0,3,0,0
PARMER158,PARMER158,pmc.local,"August 3, 2020 12:01:22 PM","PMC\mlvenhaus (Since: Jul 17, 2020 12:18:41 PM)","July 15, 2020 1:18:05 AM",96.46.115.50/10.141.63.76;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,"Microsoft Office 365 Business, Build  16.0.13001.20384",Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1C:8B:B7 (Primary)40:74:E0:1C:8B:BB A0:1E:0B:0F:04:DD ,0,0,0,0,1,0,0,3,0,0
PARMER160,PARMER160,pmc.local,"August 3, 2020 1:20:05 PM","PMC\Fgaytan (Since: Jul 21, 2020 11:13:22 AM),PMC\susie (Since: Jul 21, 2020 3:05:23 PM),PMC\DrJ (Since: Jul 21, 2020 3:35:11 PM),PMC\tyler (Since: Jul 22, 2020 3:22:26 PM),PMC\amartinez (Since: Jul 29, 2020 4:31:49 PM)","July 21, 2020 5:19:14 AM",96.46.115.50/10.141.63.129;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,2004,19041.388,N/A,Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1E:DD:6D (Primary)40:74:E0:1E:DD:71 A0:1E:0B:0F:02:47 ,0,0,0,0,1,0,0,2,0,0
PARMER155,PARMER155,pmc.local,"August 3, 2020 1:20:05 PM","PMC\magdalena (Since: Jul 29, 2020 8:30:12 AM)","July 31, 2020 5:04:13 PM",96.46.115.50/10.141.63.30;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,2004,19041.388,N/A,Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1E:FE:15 (Primary)40:74:E0:1E:FE:19 A0:1E:0B:0F:04:F3 ,0,0,0,0,1,0,0,2,0,0
PARMER157,PARMER157,pmc.local,"August 3, 2020 12:01:22 PM","PMC\brendag (Since: Jul 15, 2020 8:06:31 AM)","July 15, 2020 3:08:24 AM",96.46.115.50/10.141.63.25;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,"Microsoft Office 365 Business, Build  16.0.13001.20384",Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller",C,40:74:E0:1F:A0:81 (Primary)A0:1E:0B:0F:05:55 ,0,0,0,0,1,0,0,3,0,0
PARMER159,PARMER159,pmc.local,"August 3, 2020 12:01:22 PM","PMC\DrJ (Since: Jul 22, 2020 8:59:52 AM),PMC\tyler (Since: Jul 22, 2020 5:05:23 PM),PMC\amartinez (Since: Jul 29, 2020 2:06:53 PM)","July 22, 2020 8:26:19 AM",96.46.115.50/10.141.63.101;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,N/A,Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,5C:87:9C:31:13:02 (Primary)5C:87:9C:31:13:06 A0:1E:0B:0F:03:49 ,0,0,0,0,1,0,0,3,0,0
PARMER161,PARMER161,pmc.local,"August 3, 2020 12:01:22 PM","PMC\stephanie (Since: Jul 23, 2020 3:05:06 PM)","July 23, 2020 3:04:35 PM",96.46.115.50/10.141.63.69;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,2004,19041.388,"Microsoft Office Standard 2013, Build  15.0.4569.1506",Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1C:B9:D4 (Primary)40:74:E0:1C:B9:D8 A0:1E:0B:0F:04:E3 ,0,0,0,0,1,0,0,2,0,0
PARMER139,PARMER139,pmc.local,"August 3, 2020 12:01:23 PM","PMC\Dawna (Since: Jul 16, 2020 12:36:22 PM)","July 16, 2020 11:37:23 AM",96.46.115.50/10.141.63.66;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,N/A,Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),Samsung BJTD4R (29GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,20:79:18:B6:9A:09 (Primary)20:79:18:B6:9A:0D A0:1E:0B:0D:69:A9 ,0,0,0,0,1,0,0,3,0,0
PT_LAPTOP4,PT_LAPTOP4,pmc.local,"August 3, 2020 12:01:21 PM","PMC\pt (Since: Jun 9, 2020 8:32:36 AM)","June 9, 2020 8:29:09 AM",96.46.115.50/10.141.63.114;,Parmer Medical Center,Work Station,Microsoft Windows 7 Professional SP1,6.1,7601.23915,"Microsoft Office Home & Business 2010, Build  14.0.7015.1000",Symantec Endpoint Protection,Dell Inc.,Dell Inc. 0N5KHN ,Latitude E6510,6D9HYN1,Intel(R) Core(TM) i5 CPU M 560 @ 2.67GHz ,3.24 GB,NVIDIA NVS 3100M ,IDT High Definition Audio CODEC,WDC WD3200BPVT-22JJ5T0 ATA Device (298GB),Optiarc DVD+-RW AD-7930H ATA Device,"Intel(R) 82577LM Gigabit Network Connection,Microsoft Virtual WiFi Miniport Adapter #2,Intel(R) Centrino(R) Ultimate-N 6300 AGN",C,00:24:D7:82:AD:A8 00:24:D7:82:AD:A9 5C:26:0A:37:A3:30 (Primary),0,0,0,0,0,0,0,0,0,0
PTULTRABOOK1,PTULTRABOOK1,pmc.local,"August 3, 2020 4:38:47 PM","PMC\pt (Since: Jul 30, 2020 8:48:58 AM)","July 30, 2020 8:33:15 AM",96.46.115.50/10.141.63.115;10.141.63.62;,Parmer Medical Center,Work Station,Microsoft Windows 7 Professional SP1 x64,6.1,7601,N/A,Symantec Endpoint Protection,HP,HP 8079 ,HP EliteBook 840 G3,5CG71204F4,Intel(R) Core(TM) i5-6300U CPU @ 2.40GHz ,7.88 GB,Intel(R) HD Graphics 520,Conexant SmartAudio HD,SanDisk SD8SN8U-256G-100 SCSI Disk Device (238GB),,"Intel(R) Ethernet Connection I219-LM,Intel(R) Dual Band Wireless-AC 8260,Bluetooth Device (Personal Area Network),Microsoft Virtual WiFi Miniport Adapter,Microsoft Virtual WiFi Miniport Adapter #2",C,14:AB:C5:0C:A7:83 14:AB:C5:0C:A7:87 16:AB:C5:0C:A7:83 16:AB:C5:0C:A7:84 3C:52:82:48:42:96 (Primary),0,0,0,0,0,0,0,0,0,0
PARMERLP105,PARMERLP105,pmc.local,"August 3, 2020 12:01:20 PM","PMC\pt (Since: Jul 31, 2020 8:06:50 AM)","July 30, 2020 6:18:20 PM",96.46.115.50/10.141.63.173;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1903,18362.959,"Microsoft Office 365 Business, Build  16.0.13001.20384",Symantec Endpoint Protection,HP,HP 8532 ,HP 250 G7 Notebook PC,CND9376GMH,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz ,7.88 GB,Intel(R) UHD Graphics 620,Intel(R) Display Audio,KBG30ZMV256G TOSHIBA (238GB),,"Realtek PCIe GbE Family Controller,Bluetooth Device (Personal Area Network),Realtek RTL8821CE 802.11ac PCIe Adapter",C,04:0E:3C:56:01:66 (Primary)80:91:33:E6:1C:56 80:91:33:E6:1C:57 ,0,0,0,0,1,0,0,2,0,0
PARMER137,PARMER137,pmc.local,"August 3, 2020 12:01:20 PM","PMC\reyna (Since: Jul 31, 2020 4:17:02 PM)","July 31, 2020 4:14:36 PM",96.46.115.50/10.141.63.89;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,"Microsoft Office 365 Business, Build  16.0.13001.20384",Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),Samsung BJTD4R (29GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,20:79:18:B6:AC:B5 (Primary)20:79:18:B6:AC:B9 A0:1E:0B:0D:68:64 ,0,0,0,0,1,0,0,3,0,0
WIN-9G9OI6PSRGP,WIN-9G9OI6PSRGP,pmc.local,"August 3, 2020 4:27:23 PM","PMC\gloria (Since: Jul 21, 2020 11:05:01 AM)","July 21, 2020 11:03:57 AM",96.46.115.50/127.0.0.1;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1903,18362.959,N/A,Symantec Endpoint Protection,Hewlett-Packard,Hewlett-Packard 198F ,HP EliteBook 840 G1,CNU428B71F,Intel(R) Core(TM) i5-4300U CPU @ 1.90GHz ,7.9 GB,Intel(R) HD Graphics Family,IDT High Definition Audio CODEC,PLEXTOR PX-128S3C (119GB),,"Intel(R) Ethernet Connection I218-LM,Intel(R) Dual Band Wireless-AC 7260,Bluetooth Device (Personal Area Network)",C,64:51:06:9F:DC:C6 (Primary)A0:A8:CD:B2:04:DA A0:A8:CD:B2:04:DE ,0,0,0,0,0,0,0,1,0,0
PARMER100,PARMER100,pmc.local,"August 3, 2020 12:01:21 PM","PMC\tyler (Since: Jul 22, 2020 2:07:14 PM)","July 21, 2020 5:25:42 AM",96.46.115.50/10.141.63.147;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,2004,19041.388,"Microsoft Office Home & Business 2019, Build  16.0.13001.20384",Windows Defender,HP,HP 83F2 ,HP ProDesk 400 G5 SFF,MXL9010MS2,Intel(R) Core(TM) i5-8500 CPU @ 3.00GHz ,7.84 GB,Intel(R) UHD Graphics 630,Synaptics HD Audio,SK hynix BC501 HFM256GDJTNG-8310A (238GB),hp PLDS DVDRW  DU8AESH,Realtek PCIe GbE Family Controller,C,F4:39:09:09:1A:87 (Primary),0,0,0,0,1,0,1,2,0,0
PARMER112,PARMER112,pmc.local,"August 3, 2020 12:01:21 PM","PMC\shala (Since: Jul 27, 2020 7:21:12 AM)","July 29, 2020 5:01:07 PM",96.46.115.50/10.141.63.82;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,2004,19041.388,"Microsoft Office 365 Business, Build  16.0.13001.20384",Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"KINGSTON SA400M8120G (111GB),Samsung BJTD4R (29GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller #3,Bluetooth Device (Personal Area Network)",C,A0:1E:0B:0D:6D:8A F4:D1:08:D5:E7:2E (Primary)F4:D1:08:D5:E7:32 ,0,0,0,0,1,0,0,1,0,0
PARMER116,PARMER116,pmc.local,"August 3, 2020 12:01:20 PM","PMC\abhakta (Since: Jul 21, 2020 9:36:33 AM)","July 21, 2020 6:27:05 AM",96.46.115.50/10.141.63.42;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,2004,19041.388,N/A,Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"Samsung BJTD4R (29GB),WDC  WDS250G2B0B-00YS70 (232GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller #3,Bluetooth Device (Personal Area Network)",C,20:79:18:9C:2C:14 (Primary)20:79:18:9C:2C:18 A0:1E:0B:0D:66:BB ,0,0,0,0,1,0,0,1,0,0
PARMER115,PARMER115,pmc.local,"August 3, 2020 12:01:19 PM","PMC\vesparza (Since: Aug 1, 2020 11:33:04 AM)","August 3, 2020 6:04:24 AM",96.46.115.50/10.141.63.171;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1803,17134.1246,N/A,Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"KINGSTON SA400M8120G (111GB),Samsung BJTD4R (29GB)",,"Intel(R) Dual Band Wireless-AC 3168,Bluetooth Device (Personal Area Network),Realtek PCIe GBE Family Controller #3",C,A0:1E:0B:0D:67:B5 F4:D1:08:D8:3E:6B (Primary)F4:D1:08:D8:3E:6F ,0,0,0,0,1,0,0,0,1,0
PARMERLP102,PARMERLP102,pmc.local,"August 3, 2020 12:27:11 AM","PMC\DrJ (Since: Jul 15, 2020 9:55:14 AM)","July 14, 2020 6:10:10 PM",96.46.115.50/10.141.63.176;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,N/A,Symantec Endpoint Protection,Dell Inc.,Dell Inc. 04YY4M ,Precision M6600,G3Y25S1,Intel(R) Core(TM) i7-2760QM CPU @ 2.40GHz ,3.96 GB,NVIDIA Quadro 3000M,High Definition Audio Device,KINGSTON SA400S37120G (111GB),HL-DT-ST DVD+-RW GS30N,"Intel(R) 82579LM Gigabit Network Connection,Intel(R) Centrino(R) Ultimate-N 6300 AGN",C,24:77:03:43:C2:84 D0:67:E5:44:2C:D4 (Primary),0,0,0,0,1,0,0,2,0,0
PARMER167,PARMER167,pmc.local,"August 3, 2020 1:20:05 PM","PMC\DrJ (Since: Jul 20, 2020 2:32:45 PM)","July 14, 2020 7:27:41 PM",96.46.115.50/10.141.63.113;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,N/A,Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1E:F9:FB (Primary)40:74:E0:1E:F9:FF A0:1E:0B:0F:02:9E ,0,0,0,0,1,0,0,3,0,0
PARMER166,PARMER166,pmc.local,"August 3, 2020 12:01:21 PM","PMC\Christinad (Since: Jul 20, 2020 9:33:49 AM),PMC\DrJ (Since: Jul 20, 2020 10:09:59 AM)","July 16, 2020 11:54:52 PM",96.46.115.50/10.141.63.121;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,N/A,Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1C:AF:75 (Primary)40:74:E0:1C:AF:79 A0:1E:0B:0E:FE:CF ,0,0,0,0,1,0,0,3,0,0
PARMER168,PARMER168,pmc.local,"August 3, 2020 12:01:20 PM","PMC\DrJ (Since: Jul 14, 2020 4:39:12 PM)","July 14, 2020 7:23:41 PM",96.46.115.50/10.141.63.148;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,N/A,Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1C:CD:F7 (Primary)40:74:E0:1C:CD:FB A0:1E:0B:0F:04:DC ,0,0,0,0,1,0,0,3,0,0
PARMER170,PARMER170,pmc.local,"August 3, 2020 12:01:21 PM","PMC\fgaytan (Since: Jul 17, 2020 8:43:07 AM)","July 17, 2020 12:21:52 AM",96.46.115.50/10.141.63.80;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,N/A,Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1C:AD:F4 (Primary)40:74:E0:1C:AD:F8 A0:1E:0B:0F:01:1D ,0,0,0,0,1,0,0,3,0,0
PARMER171,PARMER171,pmc.local,"August 3, 2020 12:01:22 PM","PMC\DRJ (Since: Jul 22, 2020 8:28:09 AM)","July 21, 2020 5:46:54 PM",96.46.115.50/10.141.63.109;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,2004,19041.388,N/A,Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network),Linksys AE6000",C,40:74:E0:1F:8A:74 (Primary)40:74:E0:1F:8A:78 58:EF:68:A8:36:A5 A0:1E:0B:0E:FF:FB ,0,0,0,0,1,0,0,2,0,0
PARMER169,PARMER169,pmc.local,"July 13, 2020 8:52:57 AM","PMC\angelica (Since: Jul 10, 2020 3:31:14 PM)","July 13, 2020 8:11:35 AM",96.46.115.50/10.141.63.90;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.900,"Microsoft Office 365 Business, Build  16.0.13001.20266",Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1C:C0:F0 (Primary)40:74:E0:1C:C0:F4 A0:1E:0B:0F:05:18 ,0,0,0,0,1,0,0,3,0,0
PARMER117,PARMER117,pmc.local,"August 3, 2020 12:01:22 PM","PMC\angela (Since: Jul 21, 2020 4:34:47 PM)","July 21, 2020 4:34:21 PM",96.46.115.50/10.141.63.93;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1903,18362.959,"Microsoft Office 365 Business, Build  16.0.13001.20384",Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),Samsung BJTD4R (29GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,20:79:18:B6:46:A8 (Primary)20:79:18:B6:46:AC A0:1E:0B:0D:6C:C8 ,0,0,0,0,1,0,0,2,0,0
PARMER103,PARMER103,pmc.local,"August 3, 2020 1:20:05 PM","PMC\lab (Since: Jul 16, 2020 7:03:16 AM)","July 16, 2020 6:16:46 AM",96.46.115.50/10.141.63.107;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,N/A,Symantec Endpoint Protection,Dell Inc.,Dell Inc. 0D441T ,OptiPlex 980,9KWPKM1,Intel(R) Core(TM) i5 CPU 650 @ 3.20GHz ,7.8 GB,Intel(R) HD Graphics,High Definition Audio Device,WDC WD5000AAKX-60U6AA0 (465GB),MATSHITA DVD-ROM SW420,Intel(R) 82578DM Gigabit Network Connection,C,B8:AC:6F:A6:E2:5D (Primary),0,0,0,0,1,0,0,2,0,0
PARMER141,PARMER141,pmc.local,"August 3, 2020 12:01:20 PM","PMC\Nurse (Since: Jul 17, 2020 6:46:33 AM),PMC\vesparza (Since: Jul 31, 2020 10:26:50 AM),PMC\nurse2 (Since: Jul 31, 2020 10:54:57 PM)","July 17, 2020 6:07:07 AM",96.46.115.50/10.141.63.68;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,"Microsoft Office 365 Business, Build  16.0.13001.20384",Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,3.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),Samsung BJTD4R (29GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,20:79:18:B7:12:E0 (Primary)20:79:18:B7:12:E4 A0:1E:0B:0D:6C:C4 ,0,0,0,0,1,0,0,3,0,0
JAVIER10,JAVIER10,pmc.local,"August 3, 2020 12:01:21 PM","PMC\javier (Since: Jul 17, 2020 7:45:15 AM),PMC\jsamarron (Since: Jul 20, 2020 10:24:06 AM)","July 16, 2020 6:48:13 PM",96.46.115.50/10.141.63.65;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,"Microsoft Office Professional Plus 2016, Build  16.0.13001.20266",Symantec Endpoint Protection,Dell Inc.,Dell Inc. 0D28YY ,OptiPlex 790,9H22C2S,Intel(R) Core(TM) i5-2400 CPU @ 3.10GHz ,3.88 GB,Intel(R) HD Graphics,High Definition Audio Device,ST3250312AS (232GB),,Intel(R) 82579LM Gigabit Network Connection #2,C,18:03:73:46:A8:28 (Primary),0,0,0,0,0,0,0,3,0,0
