Endpoint Name,Site,Last Logged In User,Group,Domain,Account,Console Visible IP,Agent Version,Last Active,Subscribed On,Health Status,Device Type,OS,OS Version,Architecture,Memory,CPU Count,MAC Address,Management Connectivity,Network Status,Update Status,Scan Status,IP Addresses,Pending Uninstall,Disk Encryption,Vulnerability Status,Agent UUID,Agent ID,Customer Identifier,Console Migration Status,Locations
CCMC-342,Default site,sgutierrez,Default Group,CCMC,Coleman County Medical Center,208.10.145.250,4.1.4.82,2020-08-04T22:34:00.509605Z,2020-05-13T06:13:20.792728Z,Healthy,desktop,Windows,"Windows 10 Pro,18363",64 bit,8 GB,4,a0:1e:0b:0d:6d:c3,Online,Connected,Up to date,N/A,10.3.244.112,No,Off,Up to date,1e60969a25e74a5aae9332876dd05c21,8.90213E+17,N/A,N/A,Fallback
CCMC-322,Default site,jadams,Default Group,COLEMAN,Coleman County Medical Center,208.10.145.250,4.1.4.82,2020-08-04T22:34:26.096999Z,2020-05-13T03:41:02.147996Z,Healthy,desktop,Windows,"Windows 10 Pro,18363",64 bit,8 GB,4,a0:1e:0b:0d:67:06,Online,Connected,Up to date,N/A,"fe80::d184:dbea:e91b:8f7c, 192.168.2.135",No,Off,Up to date,5fc98035ff2c4160bcc1e12604481753,8.90136E+17,N/A,N/A,Fallback
SmaartRadiology,Default site,rsabordo,Default Group,CCMC,Coleman County Medical Center,208.10.145.250,4.1.4.82,2020-08-04T22:34:10.084569Z,2020-05-13T23:19:16.680504Z,Healthy,desktop,Windows,"Windows 7 Professional,7601 SP1",64 bit,4 GB,2,f4:8e:38:74:4b:ed,Online,Connected,Up to date,Completed (2020-05-14T05:59:25.158804Z),10.3.244.224,No,Off,Requires patching,8fbfccdd179b42f59dde3d43f442d1a0,8.90729E+17,N/A,N/A,Fallback
CCMC-334,Default site,ssmith,Default Group,CCMC,Coleman County Medical Center,208.10.145.250,4.1.4.82,2020-08-04T22:34:03.091782Z,2020-05-13T05:22:06.247067Z,Healthy,desktop,Windows,"Windows 10 Pro,18363",64 bit,8 GB,4,a0:1e:0b:0d:67:df,Online,Connected,Up to date,N/A,10.3.244.95,No,Off,Up to date,21839d43c03446e194f7e77ef0be3866,8.90187E+17,N/A,N/A,Fallback
CCMC-359,Default site,wsmith,Default Group,CCMC,Coleman County Medical Center,208.10.145.250,4.1.4.82,2020-08-04T22:34:12.707136Z,2020-05-13T06:57:29.431117Z,Healthy,desktop,Windows,"Windows 10 Pro,18363",64 bit,8 GB,4,a0:1e:0b:0d:68:aa,Online,Connected,Up to date,N/A,10.3.244.5,No,Off,Up to date,8d73de81ee5c4c419ff29906ec5149cc,8.90235E+17,N/A,N/A,Fallback
CCMC-376,Default site,cpickett,Default Group,CCMC,Coleman County Medical Center,208.10.145.250,4.1.4.82,2020-08-04T22:34:00.509605Z,2020-05-13T09:07:13.710534Z,Healthy,desktop,Windows,"Windows 10 Pro,18363",64 bit,8 GB,4,a0:1e:0b:0d:66:e0,Online,Connected,Up to date,N/A,10.3.244.174,No,Off,Up to date,7ac3b645f7af4d8fa6a2fdb0604e6043,8.903E+17,N/A,N/A,Fallback
CCMCOFFSITEDC3,Default site,N/A,Default Group,CCMC,Coleman County Medical Center,64.20.236.4,4.1.4.82,2020-08-04T22:34:00.254057Z,2020-05-11T20:04:40.068442Z,Healthy,server,Windows,"Windows Server 2012 R2 Standard,9600",64 bit,4 GB,4,00:50:56:b2:ba:cd,Online,Connected,Up to date,Completed (2020-05-11T20:51:12.076152Z),"fe80::45d9:fe53:5a9d:37ee, 10.21.31.240",No,Off,Up to date,3091fa5e82d64210ba8725c915814a5c,8.89181E+17,N/A,N/A,Fallback
CCMC-332,Default site,bjones,Default Group,CCMC,Coleman County Medical Center,208.10.145.250,4.1.4.82,2020-08-04T22:34:10.677008Z,2020-05-13T04:37:58.537437Z,Healthy,desktop,Windows,"Windows 10 Pro,19041",64 bit,8 GB,4,a0:1e:0b:0d:66:3f,Online,Connected,Up to date,N/A,10.3.244.183,No,Off,Up to date,cff05be56be9442b90075158e259e14b,8.90165E+17,N/A,N/A,Fallback
CCMC-380,Default site,hramirez,Default Group,CCMC,Coleman County Medical Center,208.10.145.250,4.1.4.82,2020-08-04T22:34:36.906564Z,2020-05-18T17:39:28.880958Z,Healthy,desktop,Windows,"Windows 10 Pro,18363",64 bit,8 GB,4,a0:1e:0b:0d:66:64,Online,Connected,Up to date,N/A,10.3.244.36,No,Off,Up to date,8e8e66eb025e44cd98d17a76a9190222,8.94182E+17,N/A,N/A,Fallback
CCMCLP109,Default site,pbarnett,Default Group,CCMC,Coleman County Medical Center,208.10.145.250,4.1.4.82,2020-08-04T22:34:05.470680Z,2020-05-18T16:31:43.241238Z,Healthy,laptop,Windows,"Windows 10 Pro,18362",64 bit,8 GB,8,ec:5c:68:e0:54:c7,Online,Connected,Up to date,N/A,10.3.244.234,No,Off,Up to date,5c017be536e345c19f41102c79900882,8.94148E+17,N/A,N/A,Fallback
CCMCLP110,Default site,sdiaz,Default Group,CCMC,Coleman County Medical Center,208.10.145.250,4.1.4.82,2020-08-04T22:34:14.771877Z,2020-05-13T23:41:31.744567Z,Healthy,laptop,Windows,"Windows 10 Pro,18363",64 bit,8 GB,8,ec:5c:68:e0:36:35,Online,Connected,Up to date,Completed (2020-05-14T01:07:34.890198Z),"10.3.244.19, fe80::dcfa:8c52:1ac7:5186",No,Off,Up to date,14013c07cc9c4290b0ca0649f0dfdec2,8.9074E+17,N/A,N/A,Fallback
CCMC-318,Default site,kallen,Default Group,CCMC,Coleman County Medical Center,208.10.145.250,4.1.4.82,2020-08-04T22:34:22.397982Z,2020-05-13T19:25:39.915682Z,Healthy,desktop,Windows,"Windows 10 Pro,18363",64 bit,8 GB,4,a0:1e:0b:0d:66:59,Online,Connected,Up to date,N/A,10.3.244.43,No,Off,Up to date,2e04fa1c0f624d01bda256f35053e786,8.90611E+17,N/A,N/A,Fallback
CCMC-303,Default site,bmann,Default Group,CCMC,Coleman County Medical Center,208.10.145.250,4.1.4.82,2020-08-04T22:34:08.993965Z,2020-05-13T02:28:57.647184Z,Healthy,desktop,Windows,"Windows 10 Pro,19041",64 bit,8 GB,4,a0:1e:0b:0d:65:c6,Online,Connected,Up to date,Completed (2020-05-13T04:57:07.249439Z),10.3.244.79,No,Off,Up to date,6a0ed40ca75e41218abdbc6fb08dea17,8.901E+17,N/A,N/A,Fallback
CCMC-319,Default site,kallen,Default Group,CCMC,Coleman County Medical Center,208.10.145.250,4.1.4.82,2020-08-04T22:34:27.906759Z,2020-05-13T17:26:03.257539Z,Healthy,desktop,Windows,"Windows 10 Pro,18363",64 bit,8 GB,4,a0:1e:0b:0d:6b:5b,Online,Connected,Up to date,Completed (2020-05-13T20:27:12.440425Z),10.3.244.114,No,Off,Up to date,ea00f578a3714d1b8d07a392a0f68bac,8.90551E+17,N/A,N/A,Fallback
CCMC-308,Default site,bbrudney,Default Group,CCMC,Coleman County Medical Center,208.10.145.250,4.1.4.82,2020-08-04T22:34:07.741252Z,2020-05-13T02:45:28.199038Z,Healthy,desktop,Windows,"Windows 10 Pro,18363",64 bit,8 GB,4,a0:1e:0b:0d:6b:4b,Online,Connected,Up to date,N/A,10.3.244.185,No,Off,Up to date,0c18eb674c644fbc95cfe9ae19c61faa,8.90108E+17,N/A,N/A,Fallback
CCMC-354,Default site,jcantu,Default Group,CCMC,Coleman County Medical Center,208.10.145.250,4.1.4.82,2020-08-04T22:34:18.496388Z,2020-05-18T17:54:00.731710Z,Healthy,desktop,Windows,"Windows 10 Pro,18363",64 bit,8 GB,4,a0:1e:0b:0d:68:a8,Online,Connected,Up to date,Aborted (2020-05-18T17:56:42.451364Z),10.3.244.132,No,Off,Up to date,65c0e1088ff94277843e79f73da4d206,8.94189E+17,N/A,N/A,Fallback
CCMC-320,Default site,abell,Default Group,CCMC,Coleman County Medical Center,208.10.145.250,4.1.4.82,2020-08-04T22:34:24.610542Z,2020-05-13T19:45:17.235996Z,Healthy,desktop,Windows,"Windows 10 Pro,18363",64 bit,8 GB,4,a0:1e:0b:0d:6e:d5,Online,Connected,Up to date,Completed (2020-05-13T23:09:05.324983Z),10.3.244.134,No,Off,Up to date,7ff77e0ef123481483c80ccc16d1e5e3,8.90621E+17,N/A,N/A,Fallback
CCMC-340,Default site,sedwards,Default Group,CCMC,Coleman County Medical Center,208.10.145.250,4.1.4.82,2020-08-04T22:34:04.052204Z,2020-05-13T06:14:28.137147Z,Healthy,desktop,Windows,"Windows 10 Pro,18363",64 bit,8 GB,4,a0:1e:0b:0d:67:d3,Online,Connected,Up to date,Aborted (2020-05-13T06:16:32.219912Z),10.3.244.238,No,Off,Up to date,7091b5bb7274470987a71f1fe9edff71,8.90213E+17,N/A,N/A,Fallback
CCMC-351,Default site,mhale,Default Group,CCMC,Coleman County Medical Center,208.10.145.250,4.1.4.82,2020-08-04T21:17:50.990006Z,2020-05-13T06:38:43.240218Z,Healthy,desktop,Windows,"Windows 10 Pro,18363",64 bit,8 GB,4,a0:1e:0b:0d:6c:22,Offline,Connected,Up to date,N/A,10.3.244.41,No,Off,Up to date,d5942852956840ef9ac5d84fbb9666fc,8.90225E+17,N/A,N/A,Fallback
CCMC-373,Default site,lnguyen,Default Group,CCMC,Coleman County Medical Center,208.10.145.250,4.1.4.82,2020-08-04T22:34:28.321442Z,2020-05-14T19:19:57.485328Z,Healthy,desktop,Windows,"Windows 10 Pro,18363",64 bit,8 GB,4,a0:1e:0b:0d:6e:27,Online,Connected,Up to date,N/A,10.3.244.152,No,Off,Up to date,85ceb05050794d62940effce622f1f22,8.91333E+17,N/A,N/A,Fallback
CCMCLP112,Default site,mminshew,Default Group,CCMC,Coleman County Medical Center,208.10.145.250,4.0.3.53,2020-08-04T21:56:31.467587Z,2020-05-13T22:30:45.465795Z,Healthy,laptop,Windows,"Windows 10 Pro,17134",64 bit,8 GB,8,10:5b:ad:29:99:49,Offline,Connected,Up to date,Completed (2020-05-13T23:35:29.926010Z),10.3.244.73,No,Off,Requires patching,c4ced3f6800a4054905bbc001246ae79,8.90704E+17,N/A,N/A,Fallback
X13477,Default site,XT,Default Group,WORKGROUP,Coleman County Medical Center,208.10.145.250,4.1.4.82,2020-08-04T22:34:43.335816Z,2020-07-02T21:13:25.217504Z,Healthy,desktop,Windows,"Windows Embedded Standard,7601 SP1",32 bit,3 GB,2,"00:04:5f:b6:64:b7, 00:04:5f:b6:63:a7",Online,Connected,Up to date,Completed (2020-07-02T22:04:38.555275Z),"192.168.28.150, fe80::d0af:58e1:50d8:d15, 10.3.244.220",No,Off,Requires patching,f3a584fab02c46f1b4ccd8f36a6f8194,9.26904E+17,N/A,N/A,Fallback
CCMC-350,Default site,mortega,Default Group,CCMC,Coleman County Medical Center,208.10.145.250,4.1.4.82,2020-08-04T22:34:43.046018Z,2020-05-18T18:09:12.783993Z,Healthy,desktop,Windows,"Windows 10 Pro,18363",64 bit,8 GB,4,a0:1e:0b:0d:6e:a5,Online,Connected,Up to date,N/A,10.3.244.129,No,Off,Up to date,7d376d58ee2d4345bfbbd6d36070973f,8.94197E+17,N/A,N/A,Fallback
CCMCLP115,Default site,lbarclay,Default Group,CCMC,Coleman County Medical Center,208.10.145.250,4.1.4.82,2020-08-04T22:34:29.790830Z,2020-05-12T16:38:57.305208Z,Healthy,laptop,Windows,"Windows 10 Pro,18363",64 bit,8 GB,8,d8:12:65:8a:fe:6d,Online,Connected,Up to date,Aborted (2020-05-12T16:41:23.717052Z),10.3.244.34,No,Off,Up to date,c1923dab476b43aa8b7012594c4f5f87,8.89803E+17,N/A,N/A,Fallback
CCMC-335,Default site,cvogel,Default Group,CCMC,Coleman County Medical Center,208.10.145.250,4.1.4.82,2020-08-04T22:34:18.496388Z,2020-05-13T17:40:11.584720Z,Healthy,desktop,Windows,"Windows 10 Pro,19041",64 bit,8 GB,4,a0:1e:0b:0d:67:ed,Online,Connected,Up to date,Completed (2020-05-13T21:08:56.368168Z),10.3.244.172,No,Off,Up to date,4210466549e74550a09c075affc323ac,8.90558E+17,N/A,N/A,Fallback
CCMC-357,Default site,tgilbrea,Default Group,CCMC,Coleman County Medical Center,208.10.145.250,4.1.4.82,2020-08-04T22:34:43.133473Z,2020-05-13T06:56:47.875906Z,Healthy,desktop,Windows,"Windows 10 Pro,19041",64 bit,8 GB,4,a0:1e:0b:0d:68:b2,Online,Connected,Up to date,N/A,10.3.244.179,No,Off,Up to date,13996bef7f584a3b8c90d9ecd95ab826,8.90234E+17,N/A,N/A,Fallback
CCMCITTOOLS,Default site,N/A,Default Group,CCMC,Coleman County Medical Center,208.10.145.250,4.1.4.82,2020-08-04T22:34:40.661802Z,2020-07-02T13:37:21.111688Z,Healthy,server,Windows,"Windows Server 2008 R2 Enterprise,7601 SP1",64 bit,12 GB,4,"02:00:4c:4f:4f:50, 00:15:5d:f4:14:04",Online,Connected,Up to date,Completed (2020-07-02T15:20:48.729738Z),"169.254.7.225, fe80::a508:bdb2:689b:7e1, 192.168.0.44, fe80::5c2c:8edd:a616:fb06, 192.168.1.17, 192.168.2.221, 10.3.244.221",No,Off,Requires patching,c6e46ce84b494222922cc59ca98da69d,9.26675E+17,N/A,N/A,Fallback
CCMC-356,Default site,cmiller,Default Group,CCMC,Coleman County Medical Center,208.10.145.250,4.1.4.82,2020-08-04T22:34:05.026151Z,2020-05-13T19:07:13.599403Z,Healthy,desktop,Windows,"Windows 10 Pro,18363",64 bit,8 GB,4,a0:1e:0b:0d:6b:d6,Online,Connected,Up to date,N/A,10.3.244.178,No,Off,Up to date,a248ea4a6c5149328819e71fc39cb4ea,8.90602E+17,N/A,N/A,Fallback
CCMC-355,Default site,bbrooks,Default Group,CCMC,Coleman County Medical Center,208.10.145.250,4.1.4.82,2020-08-04T22:34:15.476457Z,2020-05-13T06:56:19.721538Z,Healthy,desktop,Windows,"Windows 10 Pro,18363",64 bit,8 GB,4,a0:1e:0b:0d:6a:75,Online,Connected,Up to date,N/A,10.3.244.69,No,Off,Up to date,4daac824e04a49dc83eb698d03578898,8.90234E+17,N/A,N/A,Fallback
CCMCLP111,Default site,jhensley,Default Group,CCMC,Coleman County Medical Center,208.10.145.250,4.1.4.82,2020-08-04T22:34:36.212061Z,2020-05-13T22:17:08.878052Z,Healthy,laptop,Windows,"Windows 10 Pro,18362",64 bit,8 GB,8,ec:5c:68:df:62:f5,Online,Connected,Up to date,Completed (2020-05-13T23:27:58.593345Z),10.3.244.171,No,Off,Up to date,bf28a18027d44e12add9d7266aba15be,8.90698E+17,N/A,N/A,Fallback
CCMC-363,Default site,bbrooks,Default Group,CCMC,Coleman County Medical Center,208.10.145.250,4.1.4.82,2020-08-04T22:34:41.302035Z,2020-05-13T07:35:11.427060Z,Healthy,desktop,Windows,"Windows 10 Pro,18363",64 bit,8 GB,4,a0:1e:0b:0d:6b:ca,Online,Connected,Up to date,N/A,10.3.244.148,No,Off,Up to date,55fd6a4ad79441cc8bdfe78144ad31b6,8.90254E+17,N/A,N/A,Fallback
CCMC-336,Default site,cnasche,Default Group,CCMC,Coleman County Medical Center,208.10.145.250,4.1.4.82,2020-08-04T22:34:35.341022Z,2020-05-13T05:22:43.778993Z,Healthy,desktop,Windows,"Windows 10 Pro,18363",64 bit,8 GB,4,a0:1e:0b:0d:66:6e,Online,Connected,Up to date,N/A,10.3.244.121,No,Off,Up to date,a88a01627d9049f29d9974d6713d7c94,8.90187E+17,N/A,N/A,Fallback
CCMC-370,Default site,preynolds,Default Group,CCMC,Coleman County Medical Center,208.10.145.250,4.1.4.82,2020-08-04T22:34:12.901071Z,2020-05-20T14:15:11.800790Z,Healthy,desktop,Windows,"Windows 10 Pro,19041",64 bit,8 GB,4,20:79:18:b6:0e:72,Online,Connected,Up to date,Completed (2020-05-20T17:30:13.230122Z),10.3.244.192,No,Off,Up to date,76a0a3ebe9bb48e692db4d7430126607,8.95528E+17,N/A,N/A,Fallback
CCMC-371,Default site,jellis,Default Group,CCMC,Coleman County Medical Center,208.10.145.250,4.1.4.82,2020-08-04T22:34:42.099824Z,2020-05-13T08:33:51.546601Z,Healthy,desktop,Windows,"Windows 10 Pro,18363",64 bit,8 GB,4,a0:1e:0b:0d:66:be,Online,Connected,Up to date,N/A,10.3.244.116,No,Off,Up to date,e1d5df0131064421be2669d596a63377,8.90283E+17,N/A,N/A,Fallback
dc-coleman-1,Default site,N/A,Default Group,COLEMAN,Coleman County Medical Center,172.31.54.161,2.0.0.79,2020-08-04T22:34:13.737841Z,2020-07-30T17:31:46.734530Z,Healthy,server,Windows Legacy,"Windows Server 2003,ServicePack2",32 bit,4 GB,4,"00:13:72:f8:fe:c5, 00:13:72:f8:fe:c4",Online,Connected,Up to date,N/A,"192.168.2.107, 192.168.2.5",No,Off,Up to date,16b549786a4eda693bd528d5402bd721c2b8dadb,9.47086E+17,N/A,N/A,N/A
CCMCTS2,Default site,N/A,Default Group,CCMC,Coleman County Medical Center,172.31.54.161,2.0.0.79,2020-08-04T22:34:30.545510Z,2020-05-11T20:59:47.694114Z,Healthy,server,Windows Legacy,"Windows Server 2003,ServicePack2",32 bit,4 GB,4,00:15:5d:f4:14:05,Online,Connected,Up to date,N/A,10.3.244.170,No,Off,Requires patching,975dcabbd9864af771d5bc4594c95dd1e2d08578,8.89209E+17,N/A,N/A,N/A
CCMCLP117,Default site,hramirez,Default Group,CCMC,Coleman County Medical Center,208.10.145.250,4.0.3.53,2020-08-04T22:34:32.420401Z,2020-05-12T16:39:47.144702Z,Healthy,laptop,Windows,"Windows 10 Pro,18363",64 bit,8 GB,8,d8:12:65:8a:76:51,Online,Connected,Out of date,Completed (2020-05-14T15:06:37.420089Z),10.3.244.140,No,Off,Up to date,cecd83e5cd594857bd6d5677da2db2aa,8.89803E+17,N/A,N/A,Fallback
CCMC-348,Default site,ahunter,Default Group,COLEMAN,Coleman County Medical Center,208.10.145.250,4.1.4.82,2020-07-27T20:10:51.497096Z,2020-05-13T06:18:33.731027Z,Healthy,desktop,Windows,"Windows 10 Pro,19041",64 bit,8 GB,4,a0:1e:0b:0d:6e:55,Offline,Connected,Up to date,N/A,"fe80::4172:c1db:724d:ea4d, 192.168.2.116",No,Off,Up to date,ce60b46da9114e1c9ed6f5e23b36dc1f,8.90215E+17,N/A,N/A,Fallback
LT-3,Default site,sratliff,Default Group,CCMC,Coleman County Medical Center,208.10.145.250,4.1.4.82,2020-07-30T00:02:30.701286Z,2020-07-02T14:07:25.588417Z,Healthy,laptop,Windows,"Windows 7 Professional,7601 SP1",64 bit,8 GB,2,64:5a:04:a9:bf:96,Offline,Connected,Up to date,Completed (2020-07-29T19:38:56.252790Z),10.3.244.138,No,Off,Requires patching,c1a60fc3dec548c29462cfb966056371,9.2669E+17,N/A,N/A,Fallback
CCMC-323,Default site,tntadmin,Default Group,COLEMAN,Coleman County Medical Center,208.10.145.250,4.1.4.82,2020-07-22T11:56:20.491966Z,2020-05-13T03:31:19.261228Z,Healthy,desktop,Windows,"Windows 10 Pro,18363",64 bit,8 GB,4,a0:1e:0b:0d:66:d6,Offline,Connected,Up to date,N/A,"192.168.2.134, fe80::296b:c12c:2e78:c69d",No,Off,Up to date,babd161086374c578c5caef2a4e99083,8.90131E+17,N/A,N/A,Fallback
CCMCTAB100,Default site,preynolds,Default Group,CCMC,Coleman County Medical Center,208.10.145.250,4.1.4.82,2020-08-04T01:41:36.729327Z,2020-07-20T19:44:01.478660Z,Healthy,laptop,Windows,"Windows 10 Pro,19041",64 bit,8 GB,4,bc:83:85:21:9e:1d,Offline,Connected,Up to date,Completed (2020-07-20T22:16:26.386984Z),"10.3.244.104, fe80::9d5c:5c14:fb6e:8647",No,Off,Up to date,0d5dc427e79e4bebbc08e1b9bd86f510,9.39905E+17,N/A,N/A,Fallback
CCMCLP113,Default site,rwhite,Default Group,CCMC,Coleman County Medical Center,208.10.145.250,4.1.4.82,2020-08-04T08:16:17.032311Z,2020-05-18T16:44:03.884823Z,Healthy,laptop,Windows,"Windows 10 Pro,18363",64 bit,8 GB,8,10:5b:ad:52:cf:e1,Offline,Connected,Up to date,Aborted (2020-05-18T16:48:07.074724Z),10.3.244.74,No,Off,Requires patching,4b9219e8c6594e8582c37c6b5d363dc6,8.94154E+17,N/A,N/A,Fallback
